"","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86"
"LINC02315",0.5,1.5,3.5,2,1.5,2,1.5,1,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,1.5,2,1,0.5,1.5,2,2,1,1,1,0.5,1.5,1.5,2,1,1
"LINC02328",0.5,1,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,2,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,2,2,1,1
"LINC02331",3.5,1.5,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,1.5,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,1.5,2,1,1
"LINC02343",0.5,1.5,1.5,1,1,2,1,2,1.5,1,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1,1,1,2,1.5,0.5,1
"LINC02345",1,1,1,1.5,1,2,1.5,1,1.5,1.5,1,1,1,1,2,1,1,1,1,1,1,1,1.5,2,0.5,0.5,0.5,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"LINC02361",1,1.5,1.5,2,1,2,1.5,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,1.5,2,1,1,1,0.5,1,2,1,1,1
"LINC02362",1,0.5,1,2,1,1.5,1,2,1.5,1,1,1.5,1,2.5,1,1,1,1.5,1,1,1,0.5,0.5,1.5,0.5,1,1,1,1,1,1.5,2,1.5,2,0.5,0.5,1,0.5,1,1.5,1,1,1
"LINC02363",1,0.5,1,2,1,1.5,1,2,1.5,1,1,1.5,1,2.5,1,1,1,1.5,1,1,1,0.5,0.5,1.5,0.5,1,1,1,1,1,1.5,2,1.5,2,0.5,0.5,1,0.5,1,1.5,1,1,1
"LINC02381",1,1.5,1.5,2,1,2,1.5,2,2,1,1,1.5,1,1,1.5,1,0.5,1.5,1,1,1,1,1.5,1.5,1,1,1,1,1.5,1,1,2,1.5,2,1,1,1,1,2,1.5,1,1,1
"LINC02384",1,1.5,1.5,2,1,2,3.5,2,2,1,1,1.5,1,1,2.5,1,0.5,1.5,1,1,1,1,1.5,1.5,3.5,1,1,1,1.5,1,1,2,1.5,2,1,1,1,2,3.5,1.5,1,1,1
"LINC02446",3,2.5,2.5,2,1,2,3.5,2,2,1,1,1.5,1,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,2,2,0.5,2,1,1,2,2.5,1.5,2,0.5
"LINC02447",0.5,1,1,1,0.5,1.5,1,1.5,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1.5,3,0.5,0.5,0.5,0.5,1,1,0.5,1.5,1,1.5,1,1,1,0.5,1,1,1,1,1
"LINC02449",3,2.5,2.5,2,1,2,3.5,2,2,1,1,1.5,1,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,2,2,0.5,2,1,1,2,2.5,1.5,2,0.5
"LINC02453",1,1.5,1.5,2,1,2,1.5,2,2,1,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,1.5,2,1,1,1,0.5,1,1.5,1,1,1
"LINC02471",1,1,1.5,2,1,2,2.5,2,2,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1,1.5,1,1,2,1.5,2,1,1,1,1,2,1.5,1,1,1
"LINC02478",1,1.5,2,1.5,1,2,1,2,1.5,1.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,2,1.5,1,2.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1
"LINC02481",0.5,1,1,1,0.5,1.5,1,1.5,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1.5,3,0.5,0.5,0.5,0.5,1,1,0.5,1.5,1,1.5,1,1,1,0.5,1,1,1,1,1
"LINC02482",0.5,1,1,1,0.5,1.5,1,1.5,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1.5,3,0.5,0.5,0.5,0.5,1,1,0.5,1.5,1,1.5,1,1,1,0.5,1,1,1,1,1
"LINC02487",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,0.5,2.5,1,1,1,0.5,2,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"LINC02538",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,0.5,2.5,1,1,1,0.5,2,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"LINC02541",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2.5,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1,1,1
"LINC02542",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1,1,1
"LINC02562",1,1,2.5,2,1,1.5,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,0.5,1,0.5,2.5,1.5,1,1,1
"LINC02568",1,1,2,1.5,1,2,1.5,1,1.5,1.5,1,2,1,1,2,1,0.5,2,1,1,1,1,1.5,2,0.5,1,0.5,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"LINC02570",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1.5,1,1
"LINC02580",1,2,2,1.5,1,2,2,1,1.5,1.5,1,2,1,1,1.5,1,1,2,1,1,1,1,1,1.5,1,1,1,1,2,1,1.5,2,2,1.5,1,1,1.5,1,1.5,2.5,1.5,1,1
"LINC02587",1,2,1.5,2,1,2,2,2,1.5,1,1,2.5,1,1.5,2.5,1,1,2,1,1,1,1,1.5,2.5,1,1,0.5,1,2,1,1,3,2,2.5,1,1,1,1.5,2,2,3,1.5,1
"LINC02600",0.5,1,1,1,0.5,1.5,1,1.5,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1.5,3,0.5,0.5,0.5,0.5,1,1,0.5,1.5,1,1.5,1,1,1,0.5,1,1,1,1,1
"LINC02604",1,2,2.5,2,1,1,2.5,2,1.5,1,1,2.5,1,1.5,2,1,1,2,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,3,2,2.5,1,1,1,1,3.5,2,3.5,1.5,1
"LINC02605",1,2,1.5,2,2,1.5,1.5,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,2.5,2,1,0.5,1.5,2,1,1,3,2,2.5,2,1,1,1,1.5,1.5,2.5,1,1
"LINC02606",1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1,1.5,1,1,0.5,1.5,1,1,1,0.5
"LINC02607",1,1,1,1,1,2,1,2,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,0.5,1,1,1,1,2.5,1.5,1.5,1.5,0.5,1,0.5,1,1.5,1,1,1
"LINC02608",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"LINC02609",1,1,1,1,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,2.5,1.5,1.5,1.5,0.5,1,0.5,1,1.5,1,1,1
"LINC02611",1,1.5,2,1.5,1,2,2,2,1.5,1.5,1,2.5,1,1,1.5,1,2,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,2,2,2.5,1,1,1.5,1,1,2,1.5,1,1
"LINC02613",1,2,2,1.5,1,2,2,1,1.5,1.5,1,2,1,1,1.5,1,1,2,0.5,1,1,1,1,1.5,1,1,1,1,2,1,1,2,2,1.5,1,1,1.5,1,1.5,2.5,1.5,1,1
"LINC02614",2,1,2.5,3,1.5,2,2,2,2,1,1,3.5,1,1.5,2.5,0.5,1,1,1.5,1,1,0.5,1.5,2,1,1.5,1,1,2,1,1.5,3,2,1.5,1,1.5,1.5,1.5,2,2,1,1,1
"LINC02617",3,2.5,2.5,2,1,2,3.5,2,2,1,1,1.5,1,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,2,2,0.5,2,1,1,2,2.5,1.5,2,0.5
"LINC02621",0.5,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1.5,1.5,1,1,1
"LINC02649",1.5,1,1.5,1,1,2,2,1.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1.5,0.5,0.5,0.5,1.5,1,1,1,1.5,1,1.5,0.5,1,1.5,1,1.5,1.5,0.5,1,1
"LINC02660",1.5,1,1.5,1,1,2,2,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1.5,0.5,0.5,0.5,0.5,1,1,1,1.5,1,1.5,0.5,1,1.5,1,1.5,1.5,0.5,1,1
"LINC02669",1.5,1,1.5,1,1,2,2,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1.5,0.5,0.5,0.5,0.5,1,1,1,1.5,1,1.5,0.5,1,1.5,1,1.5,2,0.5,1,1
"LINC02694",1,1,1,1.5,1,2,1.5,1,1.5,1.5,1,1.5,1,1,2,1,1,1,1,1,1,1,1.5,2,0.5,0.5,0.5,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"LINC02709",1,1,1,1.5,1,1.5,1,2,2,1,1,1.5,1,1.5,1.5,1,1,1,1,1,1,0.5,1,2,1,1,1,1,1,1,1,1.5,2,1.5,0.5,0.5,1,1,1,1,1,1,1
"LINC02716",1,1.5,1,1.5,1,2,1,2,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1.5,1,1.5,3.5,2,2,0.5,1,1,1,1,1,1,1,1
"LINC02761",1,1,2,1.5,1,2,1,3.5,2,1,1,1.5,1,0.5,1.5,1,1.5,1,1,1,1,1,2,2,1,1,1,1,1.5,1.5,0.5,3.5,2,2,1,1,1,0.5,1.5,3,2.5,1,1
"LINC02762",0.5,1,2,3.5,1,2,1,1,1,1,1,1.5,1,0.5,1.5,1,1.5,1,1,1,1,1,2,2,1,0.5,1,1,1.5,0.5,0.5,1,2,2,1.5,1,1,0.5,1,1.5,1,0.5,1
"LINC02767",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"LINC02777",1,1,1,1,1,2,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1
"LINC02814",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"LINC02861",1,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1,2.5,2,2,1,1,1,1,2,2.5,1.5,1,1
"LINC02870",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"LINC02875",1,1,2,1.5,1,2,1.5,2,1.5,1,1,2,1,1,2,1,1,1.5,0.5,1,1,1,1,1.5,1,1,1,1,2,1,1,2,2,1.5,1,1,1.5,1,1,2,1,1,1.5
"LINCADL",1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,0.5,1,0.5,1,1,1,1,2,1,1.5,1,0.5,1,1,1,2,1,0.5,1
"LINGO1",1,1,2,1.5,1,2,1.5,1,1.5,1.5,1,2,1,1,2,1,0.5,2,1,1,1,1,1.5,2,0.5,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,0.5,1
"LINGO4",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,1.5,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"LINP1",1.5,1,1.5,1,1,2,2,1.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1.5,0.5,0.5,0.5,1.5,1,1,1,1.5,1,1.5,0.5,1,1.5,1,1.5,1.5,0.5,1,1
"LINS1",1,2,2,1.5,1,3.5,1.5,1,1.5,1.5,1,1.5,2,1,2,1,1,2,1,1,1,1,1.5,2,0.5,1,1,1,3,1,1,2,2.5,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"LIPC",1,1,2,1.5,1,2,1.5,1,1.5,1.5,1,2,1,1,2,1,0.5,2,1,1,1,1,1.5,2,0.5,0.5,0.5,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"LIPE",1.5,1.5,1,1.5,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"LIPE-AS1",1.5,1.5,1,1.5,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"LIPG",1.5,1,1.5,0.5,1,2,1,1.5,1.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,1.5,1,0.5,1,1.5,1,1,0.5,1,1,2,1,0.5,1.5,1,0.5,1,1,1,1,1
"LIPT1",1,1.5,2,1.5,1,2,2,2,1.5,1.5,1,2.5,1,1,1.5,1,2,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,2,2,2.5,1,1,1.5,1,1,2,1.5,1,1
"LIPT2",1,1,2,1.5,1,2,1,3.5,2,1,1,1.5,1,0.5,1.5,1,1.5,1,1,1,1,1,2,2,1,1,1,1,1.5,3.5,0.5,3.5,2,2,1,1,1,0.5,1.5,3,2.5,1,1
"LITAF",1,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1,2.5,2,1.5,1,1,1,1,2,2,1,1,1
"LLGL2",1,1,2,3.5,1,2,1.5,2,1.5,1,1,2,1,1,2,1,1,1.5,2,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,2,1.5,1.5,1,1.5,1,1,2,1,1,1
"LLPH",1,1.5,1.5,2,1,2,3.5,2,2,1,1,1.5,1,1,2.5,1,0.5,1.5,1,1,1,1,1.5,1.5,3.5,1,1,1,1.5,1,1,2,1.5,2,1,1,1,1,3.5,1.5,1,1,1
"LMAN1",1.5,1,1.5,0.5,1,2,1,1.5,1.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5,1,1,2,1,0.5,1.5,1,0.5,1,1,1,1,1
"LMAN2",1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1.5,1,1,0.5,1,1.5,1,1,2,1,1.5,1,0.5,1,1,1,1,1,0.5,1
"LMBR1",1,1.5,2.5,2,1,2,1,2,1.5,1,1,1.5,1,1,2,1,0.5,2,1,1,1,1,1.5,1.5,1,0.5,1,1,2,1,1,2,1,2,1.5,1,1.5,0.5,1,1,2,1.5,1
"LMBR1L",1,1,1.5,2,1,2,1.5,2,2,1,1,1.5,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,1.5,2,1,1,1,1,2,1.5,1,1,1
"LMBRD1",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1.5,1,1
"LMBRD2",1,2,1.5,3,1,3.5,1.5,2,3,1,1,1.5,1,1.5,1.5,1,1,1.5,1,1,1,1,3.5,1.5,1,2,1.5,1,1,1,1,3.5,3,1.5,1.5,2,1,1,3,2,2,1,1
"LMCD1",1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1.5,0.5,0.5,1,0.5,1,1,0.5,0.5,1
"LMCD1-AS1",1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1.5,0.5,0.5,1,0.5,1,1,0.5,0.5,1
"LMF1",1,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1,2.5,2,2,1,1,1,1,2,2.5,1.5,1,1
"LMF1-AS1",1,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1,2.5,2,2,1,1,1,1,2,2.5,1.5,1,1
"LMNA",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"LMNB1",1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,2,1,1.5,1,0.5,1,1,1,1,1,0.5,1
"LMNB2",1,1,1,1,0.5,1,1,2,1.5,1,1,1.5,1,0.5,1,1,1,1.5,1,1,1,1,1,1.5,1,0.5,1,1,1.5,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1
"LMNTD1",1,2.5,2.5,2,1,2,3.5,2,2,1,1,1.5,1,0.5,1.5,1,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2.5,1,2,1
"LMNTD2",1,1,1,1.5,1,1.5,1.5,2,2,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,3,1.5,0.5,0.5,1,1,1,1,1,1,1
"LMO1",1,1,1,1.5,1,1.5,1,2,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,0.5,1,2,1,1,1,1,1,1,1,1.5,2,1.5,0.5,0.5,1,1,1,1,1,1,1
"LMO2",1,1,2,1.5,1,2,1,2,2,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,2,1,1,1,1,2,1,1,1.5,2,1.5,0.5,1,1,1,1,1,1,1,1
"LMO3",1,2.5,2.5,2,1,2,3.5,2,2,1,1,1.5,1,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,2,2,0.5,2,1,1,2,2.5,1.5,2,1
"LMO4",1,1,1,1,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,0.5,1.5,1.5,1.5,1.5,0.5,1,0.5,1,1.5,1,1,1
"LMO7",0.5,1.5,2,1,1,2,1.5,2,1.5,1,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,1,1,0.5,1,1,1.5,1.5,2.5,2,2,0.5,0.5,1,1,1,2,1.5,0.5,1
"LMO7-AS1",0.5,1.5,2,1,1,2,1.5,2,1.5,1,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,1,1,0.5,1,1,1.5,1.5,2.5,2,2,0.5,0.5,1,1,1,2,1.5,0.5,1
"LMOD1",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"LMOD2",1,1,2.5,2,1,2,1,2,1.5,1,1,2.5,1,1,2,1,0.5,2,1,1,1,1,1.5,1.5,1,0.5,1,1,2,1,1,2,1,1.5,1,1,1,1,1,1,2,1.5,1
"LMOD3",1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5,1
"LMTK2",1,1,2.5,2,1,2,3.5,2,1.5,1,1,2.5,1,1.5,2,1,3.5,2,1,1,1,1,1.5,1.5,1,1,1,1,2.5,1,1,2,2,1.5,1,1,1,1,1,3.5,2,1.5,1
"LMX1A",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"LMX1B",1,1.5,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,0.5,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"LNC-LBCS",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,2,2,1,1,1,1,1.5,2,1,1,1
"LNCOC1",1,2,1.5,2,2,1,1.5,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,3,2,1,1.5,1.5,2,1,1,3,2.5,2.5,2,1,1,2,1.5,2,2.5,1,1
"LNCTAM34A",1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1,1.5,1,1,0.5,1.5,1,1,1,0.5
"LNP1",1,1,2.5,1.5,1.5,3,1.5,2,2,1,1,3.5,1,1.5,2.5,0.5,1,1,1.5,1,1,0.5,1.5,2,1,1.5,1,1,1,1,1.5,2,2,1.5,1,1.5,1.5,1.5,2,2,1,1,1
"LNPEP",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,2,1,1.5,1,0.5,1,1,1,1,1,0.5,1
"LNPK",0.5,1.5,2,1.5,1,2,3,2,1.5,1.5,1,2,1,1,1.5,1,1,3.5,1,1,1,1,1,1.5,1,1,1,1,2,1.5,1,2.5,2,1.5,1,1.5,1.5,1.5,2,2.5,2,1,1
"LNX2",0.5,1.5,1.5,1,1,2,1,2,1.5,1,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1.5,3.5,1,1,0.5,1,1,0.5,0.5,2.5,2.5,1.5,0.5,0.5,1,1,1,2,1.5,0.5,1
"LOH12CR2",2,2.5,2.5,2,1,2,3.5,2,2,1,1,1.5,1,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,2,2,0.5,2,1,1,2,2.5,1.5,2,0.5
"LONP1",1,1,2,1.5,0.5,1.5,1,2,1.5,1,1,1.5,1,3,1,1,1,1.5,1,1,1,1,1,1.5,1,0.5,1,1,1.5,1,1,2,1,1,0.5,1,1,1,1.5,1,1,1,1
"LONP2",1.5,1.5,2,2,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1,1,2.5,2,1.5,1,1,1,1,2,2,1.5,2,1
"LONRF1",1,1,1,1.5,0.5,1.5,1.5,2,1,1,0.5,1.5,1,0.5,1.5,1,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1.5,1,0.5,1,1,1,2.5,0.5,1,1,0.5,1.5,1,0.5,1,1
"LONRF2",1,1.5,2,1.5,1,2,2,2,1.5,1.5,1,1.5,1,1,1.5,1,2,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,2,2,2.5,1,1,1.5,1,1,2,1.5,1,1
"LORICRIN",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"LOX",1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,2,1,1.5,1,0.5,1,1,1,1,1,0.5,1
"LOXL1",1,1,2,1.5,1,2,1.5,1,1.5,1.5,1,1.5,1,1,2,1,0.5,2,1,1,1,1,1.5,2,0.5,1,0.5,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"LOXL1-AS1",1,1,2,1.5,1,2,1.5,1,1.5,1.5,1,1.5,1,1,2,1,0.5,2,1,1,1,1,1.5,2,0.5,1,0.5,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"LOXL2",1,1,1,1.5,0.5,1.5,1.5,2,1,1,1.5,1.5,1,0.5,1.5,1,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1.5,1,0.5,1,1,1,2.5,0.5,1,1,0.5,1.5,1,1,1,1
"LOXL3",1,1.5,2,1.5,1,2,2,1,1.5,1.5,1,2.5,1,1,1.5,1,1,2,1,1,1,1,1,1.5,1,1,1,1,2,1,1,2,3,1.5,1,1,1.5,1,2,2.5,1.5,1,1
"LOXL4",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"LPAL2",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,0.5,2.5,1,1,1,0.5,2,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"LPAR1",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"LPAR2",1,1,2,2,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1,1,1,1,1,1.5,2,1,1,1
"LPAR3",1,1,1,1,1,2,1,2,1.5,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,0.5,1,1.5,1,1,1
