"","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90"
"ABRACL",0.5,2,1,1,2,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1.5,1.5,3.5,1,2.5,0.5,2,1,1,1,1,1.5,1.5,1,1,1,1
"ABRAXAS1",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,2,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1.5,1,1,1.5,2,1,1,1,2,2,1,1,1
"ABRAXAS2",1,1.5,1,0.5,1.5,1,0.5,3,1.5,1.5,2,1,1,1,1,0.5,1.5,2,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1,1,1.5,1.5,2.5,1,1,1.5,2,2.5,1,1,1
"ABT1",1.5,2,1.5,1,2,1,1.5,3,1.5,2,2,1.5,1,1,2,1,2,7.5,1,1,1,1,1,3,1.5,3,1,1,2,2,5,1.5,2.5,1,2.5,2,2,1.5,1,1.5,2.5,2,1,1,1
"ABTB1",0.5,1.5,1.5,1,4,1,1.5,1.5,2,1.5,2,0.5,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,2,1,1.5,1,1,2.5,3,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,2,2,2,1,1,1
"ABTB2",1,2,1.5,1,1.5,1,0.5,1.5,1.5,2,1.5,1,1,1,2,1,1.5,2,1,1,1,1,1,1.5,1,2,1,0.5,1.5,2.5,3,1.5,1,1,2,1,1,2,0.5,2,2.5,1.5,1,1,1
"AC000050.2",0.5,2,0.5,1,3,1,1,1.5,1,1.5,1,1,0.5,0.5,2,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1,0.5,1,3,1.5,1.5,1,1,1.5,1,1.5,1,0.5,2,2,1,1,1,1
"AC000068.1",0.5,2,1.5,1,3,1,1,1.5,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"AC000078.1",0.5,2,1.5,1,3,1,1,1.5,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"AC000082.1",0.5,2,1.5,1,3,1,1,1.5,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"AC000089.1",0.5,2,1.5,1,3,1,1,1.5,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"AC000123.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,2.5,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC000123.3",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,2.5,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC000403.1",1,2,0.5,1,1,1,0.5,1.5,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0.5,1,2,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,3,1,1.5,1,1.5,1
"AC002066.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,4.5,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC002070.1",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,0.5,1,0.5,1,1,1.5,3,1,1,1,1,0.5,1.5,1.5,2,1,1,1.5,1.5,2,1.5,3,0.5,1.5,1.5,2.5,2,1,3,3,1.5,1,1,1
"AC002091.1",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1.5,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1.5,1,1.5,0.5,1,1,1,1,1,1
"AC002091.2",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1.5,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1.5,1,1.5,0.5,1,1,1,1,1,1
"AC002128.1",1,2,2,2.5,2,1,2,3,1.5,1.5,2,1.5,2.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,5,2.5,1,0.5,2,2,5,1.5,1,1,1,1.5,4,2,0.5,2,2,2,1,0.5,1
"AC002310.1",1,1.5,2,1,2,1,1,1.5,1,2.5,2,1,1,1.5,2,1,1.5,2,1,1,1,1,1,1,2.5,2,1,1,2,2,2,2,1.5,1,1.5,1.5,1.5,1.5,1,1.5,3.5,1.5,1,1,1
"AC002310.5",1,1.5,2,1,2,1,1,1.5,1,2.5,2,1,1,1.5,2,1,1.5,2,1,1,1,1,1,1,2.5,2,1,1,2,2,2,2,1.5,1,1.5,1.5,1.5,1.5,1,1.5,3.5,1.5,1,1,1
"AC002350.2",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,0.5,1,0.5,1,1,1.5,2,1,1,1,1,0.5,1.5,1.5,2,1,1,1.5,1.5,2,1.5,3,0.5,1.5,1.5,1.5,2,1,1,3,1.5,1,1,1
"AC002401.4",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,2,1,1.5,1,2.5,1.5,1,3,1,1,1.5,1,1,2.5,2,2.5,2,1,2,3,2.5,2,2.5,1,1.5,2,2.5,2,1,2,2.5,1.5,1,1,1.5
"AC002451.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC002456.1",1,1.5,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC002467.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1.5,1,3,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC002470.1",0.5,2,1.5,1,3,1,1,1.5,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"AC002480.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC002480.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC002525.1",1,2,0.5,0.5,1,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,1,0.5,1,1,0.5,1,1.5,0.5,1.5,1,0.5,1,1,1.5,1,0.5,1,1,1,1,1,0.5,1,1,1.5,1,1,0.5
"AC002553.1",1,2,1,0.5,1,1,1.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,0.5,1,1,1.5,0.5,1,1,1,1,1,1
"AC003072.1",0.5,2,1,1,3,1,1,1.5,1,1.5,1,1,1,0.5,2,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"AC003102.1",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,2,1,0.5,1,2.5,1,1,1.5,1,1,1.5,1,1,2.5,2,2.5,2,1,2,2,2.5,2,2.5,1,1.5,1.5,2.5,7.5,0.5,2,2.5,1.5,1,1,1.5
"AC003681.1",0.5,2,1,1,3,1,1,1.5,1,1,1,1,0.5,0.5,2,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"AC003991.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,2,1.5,1,0.5,1,2.5,3,3,2,1,2,5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC004067.1",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,1.5,1.5,2.5,1,1.5,1.5,2,2,1,1,2,2,1,1,1
"AC004076.2",0.5,1,1,0.5,2,1,1,1.5,2,1.5,2,1.5,2.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,1,2.5,2,0.5,1,2,2,1.5,1,1,1,1,1.5,1.5,0.5,2.5,2,1,1,0.5,1
"AC004112.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,3,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC004130.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004148.1",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1.5,0.5,1,1,1,1,1,1
"AC004160.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004233.2",1,1.5,2,1,2,1,1,1.5,1,1,2,1,1,1.5,2,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,2,2,3.5,2,1.5,1,1.5,1.5,1.5,1.5,0.5,1.5,3.5,1.5,1,1,1
"AC004241.1",1,2,1,0.5,2,1,1,1.5,1.5,2,2,1,1,1,1,1,1.5,1.5,1,1.5,1,1,0.5,1.5,1.5,2,1,0.5,1.5,1.5,2,1.5,3,1,1.5,1.5,1.5,1.5,1,3,1,1.5,1,1,1
"AC004241.5",1,2,1,0.5,2,1,1,1.5,1.5,2,2,1,1,1,1,1,1.5,1.5,1,1.5,1,1,0.5,1.5,1.5,2,1,0.5,1.5,1.5,2,1.5,3,1,1.5,1.5,1.5,1.5,1,3,1,1.5,1,1,1
"AC004263.2",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,0.5,1,0.5,1,1,1.5,3,1,1,1,1,0.5,1.5,1.5,2,1,1,1.5,1.5,2,1.5,3,0.5,1.5,1.5,2.5,2,1,1,3,1.5,1,1,1
"AC004453.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,1,2.5,1,0.5,1,2.5,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004477.2",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,2,1,1.5,1,2.5,2,1,3,1,1,1.5,1,1,2.5,2,2.5,2,1,2,2,2.5,2,2.5,1,1.5,1.5,2.5,2,0.5,2,2.5,1.5,1,1,1.5
"AC004492.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,3,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC004540.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,2,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004540.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,2,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004554.1",0.5,1,1,1,2,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,1,2,1,0.5,2.5,1.5,1.5,1.5,1,1,1,0.5,1.5,2.5,0.5,1,6.5,1,1,1,0.5
"AC004585.1",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,2,1,0.5,1,2.5,1.5,1,2.5,1,1,1.5,1,1,2,2,2.5,2,1,2,2,2.5,2,2.5,1,1.5,1.5,2.5,1,0.5,2,2.5,1.5,1,1,1.5
"AC004594.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,2,1,1,1,1,2,1.5,2.5,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC004687.1",1,2,1.5,1.5,1,1,2,1.5,1.5,1.5,3.5,1,0.5,1,2.5,1.5,2.5,1.5,1,1,1.5,1,1,3,2,2.5,2,1,2,3,2.5,2,2.5,1,1,2,2.5,2,0.5,2,2.5,1.5,1,1,1.5
"AC004706.3",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1.5,0.5,1,1,1,1,1,1
"AC004801.6",1,2,1,0.5,2,1,1,1.5,1.5,2,2,1,1,1,1,1,1.5,2,1,1.5,1,1,1,1.5,1.5,2,1,0.5,1.5,1.5,2,1.5,3,1,1.5,1.5,1.5,1.5,1,3,1,1.5,1,1,1
"AC004803.1",1,2,0.5,0.5,2,1,0.5,1.5,1,2,2,1,1,1,2,1,1,1.5,1,1.5,1,1,1,1.5,1.5,2.5,1,0.5,1.5,3,3,1.5,1,0.5,1.5,1,2.5,2,1,1,4,1.5,1,0.5,1
"AC004812.2",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,0.5,1,0.5,1,1,1.5,3,1,1,1,1,0.5,1.5,1.5,2,1,1,1.5,1.5,2,1.5,3,0.5,1.5,1.5,2.5,2,1,1,3,1.5,1,1,1
"AC004816.1",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,2,1,1.5,2,0.5,2,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,1,1,1,1,1,3,1,1.5,2.5,2,1.5,1,1
"AC004825.2",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,2,1,1.5,2,0.5,2,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,1,1,1,1,1,3,1,1.5,2.5,2,1.5,1,1
"AC004832.1",0.5,2,1,1,3,1,1,1.5,1,1.5,1,1,1,0.5,2,1,1,1,0.5,1,1,0.5,1,3,1,1.5,1,0.5,1,3,1.5,2,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"AC004846.1",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,2,1,1.5,2,0.5,2,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,1,1,0.5,1,1,3,1,1.5,2.5,2,1.5,1,1
"AC004847.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,1,2.5,1,0.5,1,2.5,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004854.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,1,2.5,1,0.5,1,2.5,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004877.2",0.5,1,1.5,1.5,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,1.5,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"AC004890.2",0.5,1,1.5,1.5,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,1.5,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"AC004908.1",0.5,2.5,0.5,0.5,1,1,0.5,2,1,2,2,1,1,2,1.5,1,0.5,2,0.5,3,1,1,1,0.5,0.5,0.5,2,0.5,1.5,1,3.5,0.5,1.5,1,0.5,0.5,2,2,0.5,1,1.5,2,1,1,1
"AC004908.3",0.5,2.5,0.5,0.5,1,1,0.5,2,1,2,2,1,1,2,1.5,1,0.5,2,0.5,3,1,1,1,0.5,0.5,0.5,2,0.5,1.5,1,3.5,0.5,1.5,1,0.5,0.5,2,2,0.5,1,1.5,2,1,1,1
"AC004918.3",0.5,1,1.5,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,1.5,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC004921.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1.5,1,1,1,1,2,1.5,2,0.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,2,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"AC004923.4",1.5,2,1.5,1,1.5,1,1,1.5,1.5,3.5,1.5,1,1,1,2,1.5,1.5,2,1,1,1,1,1,1.5,2,2,2,1,1.5,2.5,3,2,2.5,1,1,1.5,3.5,1.5,1,1,2.5,1.5,1,1,1
"AC004938.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,1,2.5,1,0.5,1,2.5,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004943.2",1,1.5,2,0.5,1,1,0.5,1.5,1.5,2,1,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,1,3,1.5,1.5,1,1
"AC004947.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,2,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004947.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,2,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004951.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,1,2.5,1,0.5,1,2.5,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004967.2",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC004980.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1.5,1,1,1,1,2,1.5,2,0.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,2,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"AC004982.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004982.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC004990.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,2,1,1,1,1,2,1.5,2,0.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,2,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"AC005041.1",0.5,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,1.5,1,3,2,1,1.5,2,1.5,1,1,1
"AC005046.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1.5,1,3,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC005052.2",0.5,1,1,1,2,1,1,2,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1.5,1,0.5,2.5,1.5,1.5,2,1,1,0.5,1,1.5,1.5,0.5,1,5,1,1,0.5,0.5
"AC005070.3",1,1,1.5,1,1.5,1,1.5,2,2,1.5,3.5,1,3,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC005076.1",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,2,1.5,1,0.5,1,2.5,3,3,2,1,2,5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"AC005077.4",1,1,1.5,1,1.5,1,1.5,2,2,1.5,1.5,1,1,1,3.5,2,1.5,2,0.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,2,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"AC005082.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC005083.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC005100.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC005104.1",1,2,1,1,1.5,1,1,2.5,1,1.5,1.5,1,1,1,2,1,1.5,2,0.5,1,1,1,1,1.5,1.5,1,1.5,1,1.5,2,2,1,3,1,1,2,2,2,1,1.5,2,1.5,1,1,1
"AC005154.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC005162.2",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC005165.1",1,3,2,2,1.5,1,1.5,1.5,1,3.5,2.5,1,1.5,1,2.5,2,4.5,2,0.5,2.5,1,0.5,1,3,2,3.5,2,0.5,1.5,4,6.5,2,1.5,1,1.5,3.5,3.5,2,1,1.5,3.5,2.5,1,1,2
"AC005180.1",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,2,1,0.5,1,2.5,1,1,1.5,1,1,1.5,1,1,2.5,2,2.5,2,1,2,2,2.5,2,2.5,1,1.5,1.5,2.5,7.5,0.5,2,2.5,1.5,1,1,1.5
"AC005180.2",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,2,1,0.5,1,2.5,1,1,1.5,1,1,1.5,1,1,2.5,2,2.5,2,1,2,2,2.5,2,2.5,1,1.5,1.5,2.5,7.5,0.5,2,2.5,1.5,1,1,1.5
"AC005224.3",1,2,1,0.5,1,1,1.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,0.5,1,1,1.5,0.5,1,1,1,1,1,1
"AC005225.4",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,2,1,1.5,2,0.5,2,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,1,1,0.5,1,1,3,1,1.5,2.5,2,1.5,1,1
"AC005229.4",0.5,1,1.5,1.5,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,5,1.5,2.5,3,1,2,1.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"AC005253.1",0.5,1,1.5,1,2,1,1,1.5,1,1,1,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,1,2,1,0.5,2,2,1,2,1,1,2,1,1.5,2,0.5,1,2,2,1,0.5,1
"AC005261.1",0.5,1,1,0.5,2,1,1,1.5,2,1.5,2,1.5,2.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,1,2.5,2,0.5,1,2,2,1.5,1,1,1,1,1.5,1.5,0.5,2.5,2,1,1,0.5,1
"AC005264.1",0.5,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,2,2,1,0.5,1,1.5,1.5,2,1,1,2.5,1,1.5,1,0.5,1,2,1,1,0.5,1
"AC005332.1",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,1.5,1,1.5,1,2.5,1.5,2.5,1.5,1,1,1.5,1,1,3,2,2.5,2.5,1,2,3,2.5,2,2.5,1,1.5,2,2.5,2,1,2,2.5,1.5,1,1,1.5
"AC005332.2",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,1.5,1,1.5,1,2.5,1.5,2.5,1.5,1,1,1.5,1,1,3,2,2.5,2.5,1,2,3,2.5,2,2.5,1,1.5,2,2.5,2,1,2,2.5,1.5,1,1,1.5
