"","TCGA.CZ.5467..01A","TCGA.CJ.5677..01A","TCGA.B0.5697..01A","TCGA.CZ.5457..01A","TCGA.B0.5709..01A","TCGA.CJ.5679..01A","TCGA.CW.5587..01A","TCGA.CW.5580..01A","TCGA.B0.5691..01A","TCGA.CZ.4864..01A","TCGA.B0.5703..01A","TCGA.B0.4700..01A","TCGA.B0.5696..01A","TCGA.CW.5585..01A","TCGA.CZ.5461..01A","TCGA.CZ.5466..01A","TCGA.CZ.5453..01A","TCGA.CZ.5468..01A","TCGA.CZ.5986..01A","TCGA.CZ.5982..01A","TCGA.B2.5641..01A","TCGA.B8.5549..01A","TCGA.B8.4622..01A","TCGA.CZ.5452..01A","TCGA.CJ.5672..01A","TCGA.CW.5591..01A","TCGA.CZ.5988..01A","TCGA.CJ.6030..01A","TCGA.CW.5584..01A","TCGA.CZ.5984..01A","TCGA.CZ.5989..01A","TCGA.CZ.4865..01A","TCGA.CZ.5985..01A","TCGA.CZ.5469..01A","TCGA.B0.5694..01A","TCGA.B0.4712..01A","TCGA.CJ.5689..01A","TCGA.A3.3358..01A","TCGA.B0.5690..01A","TCGA.CZ.5465..01A","TCGA.B0.5712..01A","TCGA.CZ.5454..01A","TCGA.CZ.5463..01A","TCGA.B0.5699..01A","TCGA.B8.5552..01A","TCGA.B0.5402..01A","TCGA.CJ.5681..01A","TCGA.CJ.5676..01A","TCGA.B0.5706..01A","TCGA.CW.6090..01A","TCGA.CW.5589..01A","TCGA.CZ.5455..01A","TCGA.CJ.5680..01A","TCGA.B0.5705..01A","TCGA.CW.6088..01A","TCGA.CZ.5470..01A","TCGA.CZ.5462..01A","TCGA.CZ.5458..01A","TCGA.CJ.6033..01A","TCGA.CJ.5678..01A","TCGA.A3.3387..01A","TCGA.B0.5711..01A","TCGA.B0.5701..01A","TCGA.CZ.5451..01A","TCGA.CZ.5456..01A","TCGA.B8.4620..01A","TCGA.CW.5581..01A","TCGA.B8.4619..01A","TCGA.CZ.4863..01A","TCGA.CZ.5987..01A"
"FOXL1",1.5,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1,1,1,1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"FOXM1",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1.5,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"FOXN1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FOXN2",1,0.5,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,2,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"FOXN3",1,0.5,0.5,1.5,1,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"FOXN3-AS1",1,0.5,0.5,1.5,1,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"FOXN4",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"FOXO1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1.5,2.5,1,1,1,1,1,2,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FOXO3",1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"FOXO3B",1,0.5,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FOXO6",1,1,1,1,0.5,1,1,1,1,0.5,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"FOXP1",1,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,1,1,1.5,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,2,0.5,1,0.5,0.5,1,1.5,1,1,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,1,1,1,1,0.5
"FOXP2",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3,1,1,1,2,1.5,1,1.5,1.5,2,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"FOXP4",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"FOXP4-AS1",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"FOXQ1",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"FOXRED1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1.5,2,1,1,1,1
"FOXRED2",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"FOXS1",1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,3,1,1,2.5,1,1,1,2,1.5,1,1,2,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
"FPGS",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"FPGT",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"FPGT-TNNI3K",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"FPR1",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"FPR2",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"FPR3",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"FRAS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FRAT1",1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,2.5,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,0.5,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FRAT2",1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,2.5,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,0.5,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FREM1",1,0.5,1,2,1,1,1,0.5,1,1,1,1,1,1,1.5,0.5,1,1,1,1,0.5,1,0.5,1,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1.5,1,1,1,1.5,1,1,0.5,1,1,1,1.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"FREM2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1.5,2.5,1,1,1,1,1,2,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FREM3",1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FRG1HP",1,0.5,1,2,1,1,1,0.5,1,1,1,1,1,1,1.5,1,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"FRK",1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"FRMD1",1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"FRMD3",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"FRMD4A",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1.5,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1.5,1,1,1,2,1,0.5,1,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1
"FRMD4B",1,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,1,1,1.5,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,1,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,2,1,1,1,1,0.5
"FRMD5",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"FRMD6",0.5,0.5,0.5,1.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"FRMD6-AS1",0.5,0.5,0.5,1.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"FRMPD1",1,0.5,1,2,1,1,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1.5,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"FRMPD2",1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,2.5,1,1,2,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FRRS1",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"FRRS1L",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"FRS2",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"FRS3",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"FRY",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1.5,2.5,1,1,1,1,1,2,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FRY-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1.5,2.5,1,1,1,1,1,2,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FRZB",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"FSBP",1,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,2.5,2.5,0.5,2.5,0.5,1,1,1.5,1,1,1,2,0.5,0.5,1,1.5,1,2,1,3,1,1.5,0.5,1,1,3.5,1,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,0.5,1.5,1.5,1,1,1,1,1,1,1,2.5,1.5,1,1,1,1
"FSCN1",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1.5,2.5,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1.5,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"FSCN2",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,2.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FSD1",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"FSD1L",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"FSHR",1,0.5,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,2,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"FSIP1",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"FSIP2",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"FST",1,1,1,2,1,2.5,1.5,1,1,1.5,1,1,1.5,1,3,1.5,1,2,1.5,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,2,1,1,1,3,1.5,1,1.5,1,1,2,1,1.5,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,1,1
"FSTL3",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"FSTL4",1.5,1,1.5,2,1.5,2.5,1.5,1,1.5,1.5,1,1,2,1.5,3,1.5,1,2,1.5,1,1.5,2,1,1,1.5,2.5,1,1,1,3.5,1.5,2,1.5,2,1.5,2,1,1.5,1,3,1.5,1.5,1.5,1,1.5,3,1,1.5,1,2,1.5,1.5,1,1.5,1,1.5,2,1.5,1.5,1.5,2,1.5,1.5,1.5,2.5,2,1.5,1,1,1
"FTCD",1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,3,0.5,1,2.5,1,1,1,2,1,1,1,1.5,1,1,1,1.5,1,2,1,3.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1
"FTCDNL1",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,1,1,1,1.5,2,0.5,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"FTH1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"FTH1P16",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"FTH1P2",1,1,1,1,1,2,1.5,1,1,1,0.5,1,1,0.5,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1.5,1,0.5,1,1
"FTH1P20",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"FTH1P23",1,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,1,1,1.5,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,1,0.5,0.5,0.5,1,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,1,1,1,1,0.5
"FTH1P3",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,2,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"FTH1P5",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"FTH1P7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1.5,2.5,1,1,1,1,1,2,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"FTL",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"FTLP14",1.5,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1,1,1,1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"FTLP3",1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,3,1,1,2.5,1,1,1,2,1.5,1,1,2,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
"FTO",1.5,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1,1,1,1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
